po_line_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost,line_total
1480,595,9,48,48,43.31,2078.88
1481,595,24,12,12,27.10,325.20
1482,596,37,12,12,304.98,3659.76
1483,596,56,108,108,203.77,22007.16
1484,597,97,24,24,31.25,750.00
1485,598,117,24,24,357.49,8579.76
1486,598,128,12,12,291.91,3502.92
1487,598,167,24,24,48.25,1158.00
1488,599,187,25,25,44.11,1102.75
1489,600,262,24,24,39.22,941.28
1490,601,319,6,6,49.30,295.80
1491,602,372,1,1,57.76,57.76
1492,602,396,1,1,100.05,100.05
1493,602,401,9,9,60.00,540.00
1494,602,419,24,24,102.05,2449.20
1495,603,442,48,48,42.26,2028.48
1496,603,457,1,1,72.47,72.47
1497,604,471,12,12,77.12,925.44
1498,604,490,2,2,118.21,236.42
1499,604,496,12,12,53.48,641.76
1500,604,498,12,12,56.08,672.96
1501,604,500,12,12,119.26,1431.12
1502,604,526,6,6,133.32,799.92
1503,605,33,48,48,49.25,2364.00
1504,606,42,24,24,217.80,5227.20
1505,606,64,6,6,705.33,4231.98
1506,607,75,24,24,39.67,952.08
1507,607,80,12,12,54.48,653.76
1508,607,99,14,14,39.21,548.94
1509,608,115,6,6,121.60,729.60
1510,608,119,24,24,141.11,3386.64
1511,608,122,48,48,222.45,10677.60
1512,608,133,12,12,582.93,6995.16
1513,608,134,12,12,163.90,1966.80
1514,608,155,24,24,48.72,1169.28
1515,608,163,12,12,53.29,639.48
1516,609,178,24,24,25.20,604.80
1517,609,221,12,12,22.18,266.16
1518,610,264,60,60,99.20,5952.00
1519,610,265,24,24,103.51,2484.24
1520,611,301,36,36,174.30,6274.80
1521,612,337,24,24,103.09,2474.16
1522,612,338,12,12,138.34,1660.08
1523,612,356,12,12,95.10,1141.20
1524,612,367,36,36,161.16,5801.76
1525,613,412,60,60,133.58,8014.80
1526,614,510,4,4,76.54,306.16
1527,614,517,6,6,54.72,328.32
1528,614,532,6,6,105.68,634.08
1529,614,534,1,1,99.40,99.40
1530,615,4,6,6,17.46,104.76
1531,615,16,24,24,50.86,1220.64
1532,615,19,48,48,26.20,1257.60
1533,616,73,84,84,32.52,2731.68
1534,617,105,48,48,204.92,9836.16
1535,617,129,27,27,421.07,11368.89
1536,617,154,12,12,28.30,339.60
1537,618,194,24,24,31.22,749.28
1538,618,203,84,84,30.56,2567.04
1539,619,260,57,57,79.02,4504.14
1540,620,271,18,18,148.25,2668.50
1541,620,278,6,6,99.69,598.14
1542,620,302,48,48,214.74,10307.52
1543,620,317,3,3,48.65,145.95
1544,621,362,24,24,81.28,1950.72
1545,622,391,6,6,56.21,337.26
1546,623,568,6,6,48.74,292.44
1547,623,570,6,6,121.52,729.12
1548,624,1,48,48,18.19,873.12
1549,624,13,24,24,25.84,620.16
1550,624,14,7,7,43.40,303.80
1551,624,17,36,36,19.25,693.00
1552,624,29,6,6,34.19,205.14
1553,625,40,21,21,463.24,9728.04
1554,625,54,32,32,174.45,5582.40
1555,625,55,24,24,237.81,5707.44
1556,625,66,18,18,197.59,3556.62
1557,626,106,6,6,204.29,1225.74
1558,626,143,12,12,63.44,761.28
1559,627,174,12,12,58.83,705.96
1560,627,180,44,44,27.59,1213.96
1561,627,231,24,24,40.71,977.04
1562,628,266,1,1,76.64,76.64
1563,629,314,28,28,60.32,1688.96
1564,630,340,6,6,148.97,893.82
1565,630,346,48,48,142.28,6829.44
1566,630,352,24,24,131.89,3165.36
1567,631,407,12,12,66.55,798.60
1568,631,415,12,12,187.95,2255.40
1569,632,503,12,12,76.28,915.36
1570,632,504,6,6,63.73,382.38
1571,632,528,4,4,127.30,509.20
1572,633,61,24,24,203.32,4879.68
1573,633,63,60,60,179.97,10798.20
1574,634,77,12,12,23.49,281.88
1575,634,82,6,6,33.89,203.34
1576,634,96,24,24,70.16,1683.84
1577,635,223,42,42,45.71,1919.82
1578,636,249,12,12,72.35,868.20
1579,637,290,6,6,124.57,747.42
1580,637,293,12,12,368.78,4425.36
1581,637,304,18,18,26.87,483.66
1582,637,321,6,6,41.50,249.00
1583,637,333,18,18,55.53,999.54
1584,638,349,102,102,103.32,10538.64
1585,638,355,6,6,124.26,745.56
1586,639,378,12,12,30.08,360.96
1587,639,395,14,14,80.48,1126.72
1588,639,405,6,6,146.38,878.28
1589,640,437,12,12,79.71,956.52
1590,640,453,12,12,71.69,860.28
1591,641,494,48,48,96.52,4632.96
1592,641,501,24,24,91.11,2186.64
1593,641,509,3,3,123.77,371.31
1594,641,513,6,6,123.87,743.22
1595,642,18,24,24,25.72,617.28
1596,642,27,48,48,14.58,699.84
1597,643,35,42,42,499.21,20966.82
1598,643,38,38,38,153.82,5845.16
1599,644,69,36,36,64.15,2309.40
1600,644,87,66,66,48.51,3201.66
1601,645,148,48,48,46.05,2210.40
1602,646,206,20,20,73.38,1467.60
1603,646,207,18,18,50.74,913.32
1604,646,222,6,6,25.26,151.56
1605,646,226,12,12,40.86,490.32
1606,646,236,36,36,26.15,941.40
1607,647,251,12,12,121.83,1461.96
1608,648,305,54,54,37.54,2027.16
1609,648,329,12,12,43.95,527.40
1610,649,348,12,12,99.12,1189.44
1611,650,383,24,24,103.84,2492.16
1612,650,386,36,36,91.72,3301.92
1613,651,521,6,6,160.60,963.60
1614,652,564,12,12,173.51,2082.12
1615,652,600,12,12,29.12,349.44
1616,653,22,12,12,21.61,259.32
1617,653,31,12,12,28.82,345.84
1618,653,32,6,6,40.31,241.86
1619,654,72,19,19,103.58,1968.02
1620,655,131,24,24,104.12,2498.88
1621,655,139,12,12,43.33,519.96
1622,656,198,24,24,42.98,1031.52
1623,657,252,4,4,71.51,286.04
1624,658,273,10,10,97.54,975.40
1625,658,318,24,24,71.65,1719.60
1626,658,323,36,36,59.53,2143.08
1627,658,328,6,6,91.69,550.14
1628,658,332,6,6,42.49,254.94
1629,659,393,40,40,40.12,1604.80
1630,659,399,12,12,74.98,899.76
1631,660,445,12,12,81.86,982.32
1632,660,449,6,6,113.04,678.24
1633,660,457,1,1,72.47,72.47
1634,661,6,96,96,20.10,1929.60
1635,661,15,42,42,19.97,838.74
1636,662,58,18,18,162.92,2932.56
1637,663,90,12,12,46.66,559.92
1638,664,110,6,6,255.09,1530.54
1639,664,150,12,12,20.29,243.48
1640,665,179,36,36,24.56,884.16
1641,665,213,42,42,50.60,2125.20
1642,665,217,42,42,38.97,1636.74
1643,666,267,24,24,52.70,1264.80
1644,667,272,13,13,104.19,1354.47
1645,667,284,12,12,175.56,2106.72
1646,667,289,18,18,139.81,2516.58
1647,667,310,12,12,33.02,396.24
1648,668,371,16,16,128.28,2052.48
1649,668,376,7,7,70.22,491.54
1650,669,470,4,4,155.29,621.16
1651,669,522,6,6,141.94,851.64
1652,669,524,12,12,115.66,1387.92
1653,670,578,8,8,37.74,301.92
1654,671,10,7,7,36.75,257.25
1655,671,12,12,12,13.19,158.28
1656,672,45,42,42,199.48,8378.16
1657,672,48,96,96,322.58,30967.68
1658,672,67,24,24,510.96,12263.04
1659,673,70,6,6,30.07,180.42
1660,673,76,12,12,51.90,622.80
1661,673,78,24,24,32.49,779.76
1662,674,116,12,12,132.78,1593.36
1663,674,147,36,36,27.00,972.00
1664,674,168,12,12,59.74,716.88
1665,675,186,18,18,27.00,486.00
1666,675,216,72,72,42.01,3024.72
1667,675,227,12,12,16.07,192.84
1668,675,233,12,12,56.93,683.16
1669,676,243,10,10,155.97,1559.70
1670,676,245,8,8,67.17,537.36
1671,677,279,18,18,169.04,3042.72
1672,677,291,19,19,109.01,2071.19
1673,677,306,18,18,17.48,314.64
1674,677,325,18,18,25.42,457.56
1675,677,336,19,19,114.09,2167.71
1676,678,339,12,12,105.28,1263.36
1677,678,341,6,6,154.15,924.90
1678,678,353,6,6,128.46,770.76
1679,678,357,11,11,142.09,1562.99
1680,678,369,48,48,291.77,14004.96
1681,679,421,12,12,265.96,3191.52
1682,680,459,6,6,65.95,395.70
1683,680,468,24,24,78.00,1872.00
1684,681,497,6,6,48.24,289.44
1685,681,512,12,12,102.80,1233.60
1686,681,534,1,1,99.40,99.40
1687,682,553,6,6,304.78,1828.68
1688,682,558,24,24,402.06,9649.44
1689,683,5,30,30,91.92,2757.60
1690,684,41,12,12,263.86,3166.32
1691,684,51,42,42,432.44,18162.48
1692,685,200,36,36,42.98,1547.28
1693,685,234,6,6,27.02,162.12
1694,686,282,12,12,103.57,1242.84
1695,686,288,18,18,161.09,2899.62
1696,686,298,24,24,197.76,4746.24
1697,686,300,24,24,190.74,4577.76
1698,686,320,24,24,37.35,896.40
1699,686,322,6,6,12.44,74.64
1700,686,324,18,18,26.36,474.48
1701,686,327,6,6,32.27,193.62
1702,687,490,2,2,118.21,236.42
1703,687,495,60,60,67.77,4066.20
1704,687,499,24,24,150.82,3619.68
1705,688,549,18,18,196.44,3535.92
1706,689,20,1,1,49.15,49.15
1707,689,23,30,30,33.03,990.90
1708,690,89,24,24,19.16,459.84
1709,690,97,24,24,31.25,750.00
1710,691,120,6,6,97.98,587.88
1711,691,125,24,24,470.42,11290.08
1712,691,140,12,12,38.42,461.04
1713,691,151,31,31,25.88,802.28
1714,691,166,6,6,25.97,155.82
1715,692,212,6,6,35.98,215.88
1716,693,290,6,6,124.57,747.42
1717,693,326,24,24,19.43,466.32
1718,694,372,1,1,57.76,57.76
1719,694,396,1,1,100.05,100.05
1720,695,516,60,60,54.93,3295.80
1721,696,568,6,6,48.74,292.44
1722,697,43,36,36,293.78,10576.08
1723,697,44,96,96,218.99,21023.04
1724,697,53,108,108,165.75,17901.00
1725,697,62,12,12,167.13,2005.56
1726,698,86,7,7,50.25,351.75
1727,699,112,24,24,181.45,4354.80
1728,700,173,24,24,36.81,883.44
1729,701,259,26,26,113.90,2961.40
1730,702,308,12,12,41.56,498.72
1731,702,332,6,6,42.49,254.94
1732,703,359,24,24,132.53,3180.72
1733,704,400,12,12,109.60,1315.20
1734,704,414,24,24,159.44,3826.56
1735,704,420,5,5,50.50,252.50
1736,704,433,19,19,181.32,3445.08
1737,705,478,7,7,66.00,462.00
1738,705,508,6,6,191.89,1151.34
1739,705,510,4,4,76.54,306.16
1740,706,571,12,12,94.39,1132.68
1741,707,21,12,12,37.58,450.96
1742,708,57,96,96,102.77,9865.92
1743,708,59,36,36,231.01,8316.36
1744,708,60,12,12,271.73,3260.76
1745,709,88,48,48,48.28,2317.44
1746,709,91,24,24,55.86,1340.64
1747,710,108,36,36,160.14,5765.04
1748,710,132,24,24,199.91,4797.84
1749,710,136,18,18,215.12,3872.16
1750,710,145,22,22,46.79,1029.38
1751,710,149,12,12,27.44,329.28
1752,711,171,5,5,29.11,145.55
1753,711,197,18,18,46.40,835.20
1754,712,261,6,6,39.67,238.02
1755,712,269,6,6,46.80,280.80
1756,713,281,18,18,125.76,2263.68
1757,714,364,12,12,114.44,1373.28
1758,715,401,9,9,60.00,540.00
1759,715,408,12,12,139.42,1673.04
1760,715,411,5,5,70.92,354.60
1761,715,428,18,18,68.35,1230.30
1762,715,431,43,43,81.59,3508.37
1763,716,479,6,6,120.30,721.80
1764,716,483,6,6,46.96,281.76
1765,716,513,6,6,123.87,743.22
1766,717,548,12,12,272.77,3273.24
1767,718,161,3,3,34.14,102.42
1768,719,228,18,18,35.55,639.90
1769,720,263,54,54,41.66,2249.64
1770,721,303,24,24,267.60,6422.40
1771,721,330,42,42,84.58,3552.36
1772,721,333,18,18,55.53,999.54
1773,722,390,3,3,76.54,229.62
1774,723,486,18,18,48.03,864.54
1775,724,17,36,36,19.25,693.00
1776,724,26,24,24,26.51,636.24
1777,725,114,29,29,196.91,5710.39
1778,725,126,6,6,84.68,508.08
1779,726,175,12,12,39.87,478.44
1780,726,187,25,25,44.11,1102.75
1781,726,215,12,12,28.31,339.72
1782,726,219,36,36,32.87,1183.32
1783,726,229,6,6,28.29,169.74
1784,726,237,36,36,56.40,2030.40
1785,727,257,4,4,51.08,204.32
1786,728,297,12,12,90.99,1091.88
1787,729,354,24,24,188.46,4523.04
1788,729,366,5,5,96.06,480.30
1789,730,452,2,2,46.72,93.44
1790,730,460,6,6,60.71,364.26
1791,731,594,12,12,86.71,1040.52
1792,732,39,48,48,156.51,7512.48
1793,733,92,24,24,44.95,1078.80
1794,734,121,6,6,207.01,1242.06
1795,734,124,30,30,92.34,2770.20
1796,734,127,168,168,494.47,83070.96
1797,735,180,44,44,27.59,1213.96
1798,735,190,24,24,10.02,240.48
1799,736,273,10,10,97.54,975.40
1800,736,296,12,12,90.18,1082.16
1801,736,317,3,3,48.65,145.95
1802,737,350,12,12,135.08,1620.96
1803,737,361,9,9,208.47,1876.23
1804,738,385,13,13,31.62,411.06
1805,739,461,36,36,80.02,2880.72
1806,740,490,2,2,118.21,236.42
1807,740,500,12,12,119.26,1431.12
1808,740,530,4,4,230.83,923.32
1809,741,539,6,6,301.45,1808.70
1810,741,562,12,12,151.68,1820.16
1811,742,8,96,96,56.16,5391.36
1812,743,52,24,24,177.52,4260.48
1813,744,73,84,84,32.52,2731.68
1814,744,79,12,12,78.31,939.72
1815,744,80,12,12,54.48,653.76
1816,745,164,48,48,24.38,1170.24
1817,746,184,24,24,16.61,398.64
1818,746,199,54,54,35.36,1909.44
1819,746,227,12,12,16.07,192.84
1820,747,336,19,19,114.09,2167.71
1821,748,358,6,6,90.00,540.00
1822,749,384,30,30,55.69,1670.70
1823,749,410,24,24,90.96,2183.04
1824,749,422,6,6,108.09,648.54
1825,749,425,18,18,78.64,1415.52
1826,750,488,24,24,106.80,2563.20
1827,751,561,4,4,172.62,690.48
1828,752,2,198,198,16.87,3340.26
1829,752,9,48,48,43.31,2078.88
1830,752,24,12,12,27.10,325.20
1831,753,47,36,36,210.96,7594.56
1832,754,74,24,24,45.58,1093.92
1833,755,129,27,27,421.07,11368.89
1834,756,220,6,6,17.00,102.00
1835,757,285,24,24,98.93,2374.32
1836,757,305,54,54,37.54,2027.16
1837,758,340,6,6,148.97,893.82
1838,759,409,6,6,109.26,655.56
1839,760,484,12,12,103.13,1237.56
1840,760,504,6,6,63.73,382.38
1841,760,528,4,4,127.30,509.20
1842,761,544,6,6,180.15,1080.90
1843,762,4,6,6,17.46,104.76
1844,762,14,7,7,43.40,303.80
1845,762,31,12,12,28.82,345.84
1846,762,33,48,48,49.25,2364.00
1847,762,34,12,12,26.03,312.36
1848,763,37,12,12,304.98,3659.76
1849,763,50,12,12,468.57,5622.84
1850,764,104,36,36,358.62,12910.32
1851,764,153,59,59,68.27,4027.93
1852,764,157,2,2,41.79,83.58
1853,765,179,36,36,24.56,884.16
1854,765,183,12,12,63.60,763.20
1855,765,208,6,6,31.27,187.62
1856,765,232,18,18,105.26,1894.68
1857,766,252,4,4,71.51,286.04
1858,767,276,12,12,174.22,2090.64
1859,767,309,6,6,51.45,308.70
1860,767,314,28,28,60.32,1688.96
1861,768,351,42,42,66.16,2778.72
1862,769,434,12,12,98.07,1176.84
1863,770,441,12,12,127.82,1533.84
1864,771,517,6,6,54.72,328.32
1865,771,534,1,1,99.40,99.40
1866,772,559,6,6,178.36,1070.16
1867,773,1,48,48,18.19,873.12
1868,773,7,18,18,10.98,197.64
1869,773,11,48,48,39.25,1884.00
1870,773,20,1,1,49.15,49.15
1871,774,128,12,12,291.91,3502.92
1872,774,135,18,18,564.48,10160.64
1873,774,142,24,24,34.13,819.12
1874,774,144,3,3,42.35,127.05
1875,775,185,12,12,41.78,501.36
1876,775,188,12,12,20.57,246.84
1877,775,195,12,12,48.33,579.96
1878,775,206,20,20,73.38,1467.60
1879,775,233,12,12,56.93,683.16
1880,776,250,4,4,69.38,277.52
1881,776,257,4,4,51.08,204.32
1882,777,324,18,18,26.36,474.48
1883,777,334,24,24,28.68,688.32
1884,778,356,12,12,95.10,1141.20
1885,779,393,40,40,40.12,1604.80
1886,779,399,12,12,74.98,899.76
1887,779,412,60,60,133.58,8014.80
1888,780,438,3,3,34.94,104.82
1889,781,481,12,12,98.28,1179.36
1890,781,524,12,12,115.66,1387.92
1891,782,36,168,168,187.93,31572.24
1892,782,66,18,18,197.59,3556.62
1893,783,93,36,36,53.83,1937.88
1894,783,94,36,36,59.29,2134.44
1895,783,99,14,14,39.21,548.94
1896,784,152,12,12,108.63,1303.56
1897,784,162,36,36,28.20,1015.20
1898,785,191,12,12,19.73,236.76
1899,785,192,12,12,37.92,455.04
1900,785,217,42,42,38.97,1636.74
1901,785,223,42,42,45.71,1919.82
1902,786,246,24,24,94.45,2266.80
1903,787,272,13,13,104.19,1354.47
1904,787,287,12,12,77.22,926.64
1905,787,289,18,18,139.81,2516.58
1906,787,290,6,6,124.57,747.42
1907,787,325,18,18,25.42,457.56
1908,787,331,8,8,15.99,127.92
1909,788,357,11,11,142.09,1562.99
1910,789,372,1,1,57.76,57.76
1911,789,396,1,1,100.05,100.05
1912,789,398,24,24,79.94,1918.56
1913,790,506,6,6,93.92,563.52
1914,790,529,1,1,219.86,219.86
1915,791,15,42,42,19.97,838.74
1916,791,30,24,24,29.52,708.48
1917,792,40,21,21,463.24,9728.04
1918,792,54,32,32,174.45,5582.40
1919,793,77,12,12,23.49,281.88
1920,793,95,24,24,37.39,897.36
1921,794,118,24,24,124.96,2999.04
1922,794,141,18,18,42.82,770.76
1923,795,203,84,84,30.56,2567.04
1924,795,221,12,12,22.18,266.16
1925,795,230,24,24,34.20,820.80
1926,795,236,36,36,26.15,941.40
1927,796,256,6,6,162.95,977.70
1928,796,260,57,57,79.02,4504.14
1929,796,262,24,24,39.22,941.28
1930,797,304,18,18,26.87,483.66
1931,797,312,6,6,17.14,102.84
1932,797,322,6,6,12.44,74.64
1933,798,339,12,12,105.28,1263.36
1934,798,343,12,12,177.42,2129.04
1935,798,345,12,12,173.88,2086.56
1936,798,360,18,18,71.03,1278.54
1937,799,387,12,12,67.52,810.24
1938,799,403,6,6,91.18,547.08
1939,799,432,8,8,152.74,1221.92
1940,800,442,48,48,42.26,2028.48
1941,800,457,1,1,72.47,72.47
1942,801,470,4,4,155.29,621.16
1943,801,472,12,12,132.89,1594.68
1944,801,498,12,12,56.08,672.96
1945,801,516,60,60,54.93,3295.80
1946,801,526,6,6,133.32,799.92
1947,802,566,24,24,148.29,3558.96
1948,803,13,24,24,25.84,620.16
1949,803,18,24,24,25.72,617.28
1950,804,64,6,6,705.33,4231.98
1951,805,72,19,19,103.58,1968.02
1952,805,85,12,12,92.59,1111.08
1953,805,101,12,12,55.29,663.48
1954,806,116,12,12,132.78,1593.36
1955,806,158,18,18,53.37,960.66
1956,807,198,24,24,42.98,1031.52
1957,807,205,12,12,35.31,423.72
1958,808,253,12,12,85.97,1031.64
1959,808,259,26,26,113.90,2961.40
1960,808,264,60,60,99.20,5952.00
1961,808,266,1,1,76.64,76.64
1962,809,275,12,12,128.45,1541.40
1963,809,284,12,12,175.56,2106.72
1964,809,301,36,36,174.30,6274.80
1965,809,321,6,6,41.50,249.00
1966,810,347,6,6,177.62,1065.72
1967,810,355,6,6,124.26,745.56
1968,811,376,7,7,70.22,491.54
1969,812,439,24,24,168.00,4032.00
1970,813,487,4,4,46.26,185.04
1971,813,494,48,48,96.52,4632.96
1972,814,38,38,38,153.82,5845.16
1973,814,45,42,42,199.48,8378.16
1974,815,75,24,24,39.67,952.08
1975,815,82,6,6,33.89,203.34
1976,816,109,24,24,75.38,1809.12
1977,816,161,3,3,34.14,102.42
1978,817,172,12,12,87.64,1051.68
1979,817,194,24,24,31.22,749.28
1980,817,214,6,6,48.04,288.24
1981,818,306,18,18,17.48,314.64
1982,819,392,12,12,86.54,1038.48
1983,819,415,12,12,187.95,2255.40
1984,819,418,12,12,109.77,1317.24
1985,819,420,5,5,50.50,252.50
1986,820,485,12,12,52.14,625.68
1987,821,6,96,96,20.10,1929.60
1988,822,41,12,12,263.86,3166.32
1989,822,42,24,24,217.80,5227.20
1990,822,55,24,24,237.81,5707.44
1991,822,56,108,108,203.77,22007.16
1992,822,63,60,60,179.97,10798.20
1993,823,134,12,12,163.90,1966.80
1994,823,165,24,24,97.70,2344.80
1995,824,181,24,24,79.52,1908.48
1996,824,216,72,72,42.01,3024.72
1997,825,300,24,24,190.74,4577.76
1998,826,363,24,24,108.42,2602.08
1999,827,371,16,16,128.28,2052.48
2000,827,373,24,24,144.28,3462.72
2001,827,394,12,12,120.41,1444.92
2002,827,405,6,6,146.38,878.28
2003,828,473,24,24,61.89,1485.36
2004,829,539,6,6,301.45,1808.70
2005,829,545,12,12,222.27,2667.24
2006,829,582,1,1,122.07,122.07
2007,830,3,12,12,23.51,282.12
2008,830,10,7,7,36.75,257.25
2009,831,58,18,18,162.92,2932.56
2010,832,89,24,24,19.16,459.84
2011,833,119,24,24,141.11,3386.64
2012,833,137,12,12,36.69,440.28
2013,834,186,18,18,27.00,486.00
2014,835,238,18,18,90.42,1627.56
2015,836,278,6,6,99.69,598.14
2016,836,279,18,18,169.04,3042.72
2017,836,318,24,24,71.65,1719.60
2018,836,328,6,6,91.69,550.14
2019,837,352,24,24,131.89,3165.36
2020,838,401,9,9,60.00,540.00
2021,839,447,2,2,73.51,147.02
2022,840,541,1,1,179.83,179.83
2023,840,542,24,24,124.21,2981.04
2024,840,547,6,6,267.36,1604.16
2025,841,5,30,30,91.92,2757.60
2026,841,17,36,36,19.25,693.00
2027,841,23,30,30,33.03,990.90
2028,841,29,6,6,34.19,205.14
2029,842,97,24,24,31.25,750.00
2030,843,133,12,12,582.93,6995.16
2031,843,139,12,12,43.33,519.96
2032,843,156,24,24,72.15,1731.60
2033,844,294,24,24,99.77,2394.48
2034,844,323,36,36,59.53,2143.08
2035,845,348,12,12,99.12,1189.44
2036,845,367,36,36,161.16,5801.76
2037,846,378,12,12,30.08,360.96
2038,847,483,6,6,46.96,281.76
2039,847,499,24,24,150.82,3619.68
2040,848,61,24,24,203.32,4879.68
2041,848,68,24,24,310.68,7456.32
2042,849,87,66,66,48.51,3201.66
2043,849,100,24,24,56.48,1355.52
2044,850,143,12,12,63.44,761.28
2045,850,157,2,2,41.79,83.58
2046,851,243,10,10,155.97,1559.70
2047,851,268,12,12,63.01,756.12
2048,852,298,24,24,197.76,4746.24
2049,852,316,12,12,49.39,592.68
2050,852,317,3,3,48.65,145.95
2051,852,333,18,18,55.53,999.54
2052,853,338,12,12,138.34,1660.08
2053,853,359,24,24,132.53,3180.72
2054,853,365,12,12,390.49,4685.88
2055,854,382,6,6,54.86,329.16
2056,854,406,6,6,51.67,310.02
2057,855,458,12,12,104.82,1257.84
2058,856,529,1,1,219.86,219.86
2059,857,536,6,6,169.05,1014.30
2060,857,560,6,6,172.32,1033.92
2061,858,14,7,7,43.40,303.80
2062,858,16,24,24,50.86,1220.64
2063,859,35,42,42,499.21,20966.82
2064,860,103,12,12,177.87,2134.44
2065,860,145,22,22,46.79,1029.38
2066,861,174,12,12,58.83,705.96
2067,861,182,12,12,52.92,635.04
2068,861,204,19,19,20.76,394.44
2069,861,233,12,12,56.93,683.16
2070,862,308,12,12,41.56,498.72
2071,862,310,12,12,33.02,396.24
2072,862,330,42,42,84.58,3552.36
2073,863,407,12,12,66.55,798.60
2074,863,425,18,18,78.64,1415.52
2075,864,478,7,7,66.00,462.00
2076,864,492,12,12,137.89,1654.68
2077,864,511,12,12,124.48,1493.76
2078,864,528,4,4,127.30,509.20
2079,865,568,6,6,48.74,292.44
2080,866,22,12,12,21.61,259.32
2081,866,31,12,12,28.82,345.84
2082,867,48,96,96,322.58,30967.68
2083,867,62,12,12,167.13,2005.56
2084,868,70,6,6,30.07,180.42
2085,868,86,7,7,50.25,351.75
2086,868,90,12,12,46.66,559.92
2087,869,257,4,4,51.08,204.32
2088,870,288,18,18,161.09,2899.62
2089,870,305,54,54,37.54,2027.16
2090,870,309,6,6,51.45,308.70
2091,870,314,28,28,60.32,1688.96
2092,870,336,19,19,114.09,2167.71
2093,871,346,48,48,142.28,6829.44
2094,872,372,1,1,57.76,57.76
2095,872,396,1,1,100.05,100.05
2096,872,419,24,24,102.05,2449.20
2097,873,461,36,36,80.02,2880.72
2098,873,467,12,12,52.92,635.04
2099,874,484,12,12,103.13,1237.56
2100,874,490,2,2,118.21,236.42
2101,875,548,12,12,272.77,3273.24
2102,876,19,48,48,26.20,1257.60
2103,876,20,1,1,49.15,49.15
2104,877,65,12,12,386.37,4636.44
2105,878,84,24,24,53.64,1287.36
2106,879,144,3,3,42.35,127.05
2107,880,180,44,44,27.59,1213.96
2108,880,187,25,25,44.11,1102.75
2109,881,249,12,12,72.35,868.20
2110,881,269,6,6,46.80,280.80
2111,881,270,6,6,43.14,258.84
2112,882,291,19,19,109.01,2071.19
2113,883,349,102,102,103.32,10538.64
2114,884,479,6,6,120.30,721.80
2115,884,495,60,60,67.77,4066.20
2116,885,556,12,12,194.52,2334.24
2117,886,9,48,48,43.31,2078.88
2118,887,53,108,108,165.75,17901.00
2119,888,76,12,12,51.90,622.80
2120,889,115,6,6,121.60,729.60
2121,889,151,31,31,25.88,802.28
2122,890,177,1,1,61.31,61.31
2123,890,178,24,24,25.20,604.80
2124,890,190,24,24,10.02,240.48
2125,890,197,18,18,46.40,835.20
2126,890,222,6,6,25.26,151.56
2127,890,228,18,18,35.55,639.90
2128,890,237,36,36,56.40,2030.40
2129,891,281,18,18,125.76,2263.68
2130,891,290,6,6,124.57,747.42
2131,892,362,24,24,81.28,1950.72
2132,893,375,24,24,128.67,3088.08
2133,893,414,24,24,159.44,3826.56
2134,893,431,43,43,81.59,3508.37
2135,894,468,24,24,78.00,1872.00
2136,895,474,1,1,69.52,69.52
2137,895,486,18,18,48.03,864.54
2138,895,496,12,12,53.48,641.76
2139,895,512,12,12,102.80,1233.60
2140,896,4,6,6,17.46,104.76
2141,896,27,48,48,14.58,699.84
2142,897,51,42,42,432.44,18162.48
2143,898,116,12,12,132.78,1593.36
2144,898,163,12,12,53.29,639.48
2145,899,193,24,24,23.12,554.88
2146,899,201,48,48,36.98,1775.04
2147,900,250,4,4,69.38,277.52
2148,900,251,12,12,121.83,1461.96
2149,900,265,24,24,103.51,2484.24
2150,901,293,12,12,368.78,4425.36
2151,901,304,18,18,26.87,483.66
2152,901,320,24,24,37.35,896.40
2153,902,361,9,9,208.47,1876.23
2154,903,410,24,24,90.96,2183.04
2155,903,411,5,5,70.92,354.60
2156,904,475,12,12,49.47,593.64
2157,904,524,12,12,115.66,1387.92
2158,905,541,1,1,179.83,179.83
2159,905,591,1,1,130.37,130.37
2160,905,599,5,5,26.67,133.35
2161,906,21,12,12,37.58,450.96
2162,907,80,12,12,54.48,653.76
2163,908,122,48,48,222.45,10677.60
2164,908,150,12,12,20.29,243.48
2165,908,164,48,48,24.38,1170.24
2166,909,206,20,20,73.38,1467.60
2167,909,207,18,18,50.74,913.32
2168,910,272,13,13,104.19,1354.47
2169,911,339,12,12,105.28,1263.36
2170,912,383,24,24,103.84,2492.16
2171,912,395,14,14,80.48,1126.72
2172,912,422,6,6,108.09,648.54
2173,913,444,12,12,33.77,405.24
2174,914,476,12,12,107.26,1287.12
2175,914,509,3,3,123.77,371.31
2176,915,577,6,6,17.73,106.38
2177,916,33,48,48,49.25,2364.00
2178,917,69,36,36,64.15,2309.40
2179,918,108,36,36,160.14,5765.04
2180,918,110,6,6,255.09,1530.54
2181,918,113,6,6,252.71,1516.26
2182,918,138,12,12,63.80,765.60
2183,919,224,2,2,46.71,93.42
2184,919,225,6,6,47.76,286.56
2185,920,241,24,24,47.60,1142.40
2186,920,244,7,7,80.68,564.76
2187,920,259,26,26,113.90,2961.40
2188,921,271,18,18,148.25,2668.50
2189,921,282,12,12,103.57,1242.84
2190,921,296,12,12,90.18,1082.16
2191,922,340,6,6,148.97,893.82
2192,923,432,8,8,152.74,1221.92
2193,924,480,12,12,197.17,2366.04
2194,924,516,60,60,54.93,3295.80
