supplier_price_id,supplier_id,product_id,unit_cost,currency,effective_from,effective_to,source,supersedes_id
945,10,473,1.60,GBP,2025-06-03,2026-02-21,seed,
946,10,473,1.75,GBP,2026-02-21,,seed,945
947,10,474,0.87,GBP,2025-10-26,2026-03-02,seed,
948,10,474,0.97,GBP,2026-03-02,,seed,947
949,10,475,1.47,GBP,2025-08-06,2026-03-22,seed,
950,10,475,1.57,GBP,2026-03-22,,seed,949
951,10,476,1.47,GBP,2025-06-25,2026-05-07,seed,
952,10,476,1.59,GBP,2026-05-07,,seed,951
953,10,477,0.50,GBP,2025-04-24,2026-03-15,seed,
954,10,477,0.56,GBP,2026-03-15,,seed,953
955,10,478,0.46,GBP,2025-05-29,2026-05-12,seed,
956,10,478,0.51,GBP,2026-05-12,,seed,955
957,10,479,1.51,GBP,2025-03-16,2025-09-24,seed,
958,10,479,1.60,GBP,2025-09-24,,seed,957
959,10,480,0.69,GBP,2025-04-29,2025-09-30,seed,
960,10,480,0.74,GBP,2025-09-30,,seed,959
961,10,481,0.83,GBP,2025-03-20,2026-02-09,seed,
962,10,481,0.86,GBP,2026-02-09,,seed,961
963,10,482,0.90,GBP,2025-11-08,2026-05-18,seed,
964,10,482,0.95,GBP,2026-05-18,,seed,963
965,10,483,1.43,GBP,2025-09-23,2026-03-15,seed,
966,10,483,1.60,GBP,2026-03-15,,seed,965
967,10,484,0.56,GBP,2025-04-05,2025-12-22,seed,
968,10,484,0.60,GBP,2025-12-22,,seed,967
969,10,485,0.80,GBP,2025-05-18,2026-02-19,seed,
970,10,485,0.86,GBP,2026-02-19,,seed,969
971,10,486,0.92,GBP,2025-03-25,2026-03-14,seed,
972,10,486,1.03,GBP,2026-03-14,,seed,971
973,10,487,3.48,GBP,2025-04-19,2026-04-29,seed,
974,10,487,3.64,GBP,2026-04-29,,seed,973
975,10,488,2.06,GBP,2025-05-02,2026-02-11,seed,
976,10,488,2.18,GBP,2026-02-11,,seed,975
977,10,489,0.87,GBP,2025-08-15,2026-05-06,seed,
978,10,489,0.91,GBP,2026-05-06,,seed,977
979,10,490,1.07,GBP,2025-08-13,2026-01-29,seed,
980,10,490,1.18,GBP,2026-01-29,,seed,979
981,10,491,1.37,GBP,2025-06-16,2026-05-08,seed,
982,10,491,1.46,GBP,2026-05-08,,seed,981
983,10,492,0.91,GBP,2025-04-27,2026-05-07,seed,
984,10,492,1.00,GBP,2026-05-07,,seed,983
985,10,493,1.25,GBP,2025-09-08,2026-04-12,seed,
986,10,493,1.37,GBP,2026-04-12,,seed,985
987,10,494,1.56,GBP,2025-12-09,2026-04-20,seed,
988,10,494,1.63,GBP,2026-04-20,,seed,987
989,10,495,1.12,GBP,2026-01-07,2026-05-11,seed,
990,10,495,1.22,GBP,2026-05-11,,seed,989
991,10,496,0.81,GBP,2025-06-17,2026-03-28,seed,
992,10,496,0.84,GBP,2026-03-28,,seed,991
993,10,497,2.22,GBP,2025-06-14,2026-05-12,seed,
994,10,497,2.36,GBP,2026-05-12,,seed,993
995,10,498,0.92,GBP,2025-04-07,2025-12-10,seed,
996,10,498,1.02,GBP,2025-12-10,,seed,995
997,10,499,1.06,GBP,2025-05-06,2026-02-02,seed,
998,10,499,1.10,GBP,2026-02-02,,seed,997
999,10,500,1.47,GBP,2025-06-06,2026-05-01,seed,
1000,10,500,1.56,GBP,2026-05-01,,seed,999
1001,10,501,1.05,GBP,2025-06-02,2026-03-15,seed,
1002,10,501,1.16,GBP,2026-03-15,,seed,1001
1003,10,502,0.95,GBP,2024-10-06,2025-10-07,seed,
1004,10,502,1.02,GBP,2025-10-07,,seed,1003
1005,10,503,0.49,GBP,2025-06-27,2025-11-10,seed,
1006,10,503,0.52,GBP,2025-11-10,,seed,1005
1007,10,504,1.02,GBP,2025-05-06,2025-09-11,seed,
1008,10,504,1.10,GBP,2025-09-11,,seed,1007
1009,10,505,1.91,GBP,2025-09-01,2026-04-16,seed,
1010,10,505,2.03,GBP,2026-04-16,,seed,1009
1011,10,506,1.26,GBP,2024-12-12,2025-10-09,seed,
1012,10,506,1.34,GBP,2025-10-09,,seed,1011
1013,10,507,1.03,GBP,2024-09-21,2025-09-20,seed,
1014,10,507,1.09,GBP,2025-09-20,,seed,1013
1015,10,508,2.33,GBP,2024-09-19,2025-09-30,seed,
1016,10,508,2.40,GBP,2025-09-30,,seed,1015
1017,10,509,1.74,GBP,2025-03-15,2025-09-18,seed,
1018,10,509,1.83,GBP,2025-09-18,,seed,1017
1019,10,510,2.81,GBP,2025-04-25,2025-09-10,seed,
1020,10,510,3.04,GBP,2025-09-10,,seed,1019
1021,10,511,0.70,GBP,2025-02-13,2025-11-16,seed,
1022,10,511,0.79,GBP,2025-11-16,,seed,1021
1023,10,512,3.83,GBP,2025-05-06,2026-03-23,seed,
1024,10,512,4.31,GBP,2026-03-23,,seed,1023
1025,10,513,1.21,GBP,2024-12-11,2025-10-13,seed,
1026,10,513,1.31,GBP,2025-10-13,,seed,1025
1027,10,514,1.99,GBP,2025-05-06,2026-05-08,seed,
1028,10,514,2.11,GBP,2026-05-08,,seed,1027
1029,10,515,0.47,GBP,2025-03-04,2025-12-15,seed,
1030,10,515,0.52,GBP,2025-12-15,,seed,1029
1031,10,516,1.59,GBP,2025-05-08,2025-10-25,seed,
1032,10,516,1.73,GBP,2025-10-25,,seed,1031
1033,10,517,2.86,GBP,2025-04-20,2026-02-02,seed,
1034,10,517,3.04,GBP,2026-02-02,,seed,1033
1035,10,518,1.65,GBP,2025-06-14,2026-03-22,seed,
1036,10,518,1.87,GBP,2026-03-22,,seed,1035
1037,10,519,0.96,GBP,2025-03-18,2026-02-03,seed,
1038,10,519,1.03,GBP,2026-02-03,,seed,1037
1039,10,520,1.91,GBP,2025-08-23,2026-02-15,seed,
1040,10,520,2.14,GBP,2026-02-15,,seed,1039
1041,10,521,0.86,GBP,2025-06-04,2025-10-24,seed,
1042,10,521,0.90,GBP,2025-10-24,,seed,1041
1043,10,522,1.55,GBP,2024-11-11,2025-11-13,seed,
1044,10,522,1.73,GBP,2025-11-13,,seed,1043
1045,11,523,1.59,GBP,2025-04-16,2025-11-25,seed,
1046,11,523,1.66,GBP,2025-11-25,,seed,1045
1047,11,524,1.22,GBP,2024-10-18,2025-11-15,seed,
1048,11,524,1.38,GBP,2025-11-15,,seed,1047
1049,11,525,1.28,GBP,2024-10-25,2025-10-13,seed,
1050,11,525,1.40,GBP,2025-10-13,,seed,1049
1051,11,526,1.10,GBP,2025-05-25,2026-03-03,seed,
1052,11,526,1.18,GBP,2026-03-03,,seed,1051
1053,11,527,1.29,GBP,2025-04-10,2026-02-12,seed,
1054,11,527,1.37,GBP,2026-02-12,,seed,1053
1055,11,528,1.15,GBP,2024-11-22,2025-10-02,seed,
1056,11,528,1.28,GBP,2025-10-02,,seed,1055
1057,11,529,2.81,GBP,2025-09-10,2026-05-19,seed,
1058,11,529,2.96,GBP,2026-05-19,,seed,1057
1059,11,530,0.88,GBP,2024-11-08,2025-10-16,seed,
1060,11,530,0.98,GBP,2025-10-16,,seed,1059
1061,11,531,2.01,GBP,2024-12-24,2025-10-22,seed,
1062,11,531,2.18,GBP,2025-10-22,,seed,1061
1063,11,532,2.29,GBP,2025-04-14,2025-11-27,seed,
1064,11,532,2.51,GBP,2025-11-27,,seed,1063
1065,11,533,1.79,GBP,2025-03-17,2026-04-18,seed,
1066,11,533,1.87,GBP,2026-04-18,,seed,1065
1067,11,534,1.74,GBP,2025-06-23,2026-02-03,seed,
1068,11,534,1.91,GBP,2026-02-03,,seed,1067
1069,11,535,0.85,GBP,2025-03-21,2025-10-06,seed,
1070,11,535,0.95,GBP,2025-10-06,,seed,1069
1071,11,536,2.12,GBP,2025-05-05,2025-12-20,seed,
1072,11,536,2.30,GBP,2025-12-20,,seed,1071
1073,11,537,0.91,GBP,2025-08-21,2026-04-07,seed,
1074,11,537,0.99,GBP,2026-04-07,,seed,1073
1075,11,538,2.63,GBP,2025-02-02,2025-12-05,seed,
1076,11,538,2.87,GBP,2025-12-05,,seed,1075
1077,11,539,1.47,GBP,2024-11-23,2025-09-19,seed,
1078,11,539,1.64,GBP,2025-09-19,,seed,1077
1079,11,540,1.50,GBP,2025-05-13,2026-03-22,seed,
1080,11,540,1.70,GBP,2026-03-22,,seed,1079
1081,11,541,0.33,GBP,2024-12-04,2025-10-26,seed,
1082,11,541,0.34,GBP,2025-10-26,,seed,1081
1083,11,542,2.28,GBP,2025-06-04,2026-03-21,seed,
1084,11,542,2.40,GBP,2026-03-21,,seed,1083
1085,11,543,1.19,GBP,2024-11-09,2025-11-15,seed,
1086,11,543,1.32,GBP,2025-11-15,,seed,1085
1087,11,544,0.61,GBP,2024-10-19,2025-09-27,seed,
1088,11,544,0.64,GBP,2025-09-27,,seed,1087
1089,11,545,1.18,GBP,2025-03-19,2026-02-01,seed,
1090,11,545,1.23,GBP,2026-02-01,,seed,1089
1091,11,546,3.23,GBP,2025-03-23,2025-09-06,seed,
1092,11,546,3.57,GBP,2025-09-06,,seed,1091
1093,11,547,1.54,GBP,2025-04-16,2026-02-14,seed,
1094,11,547,1.60,GBP,2026-02-14,,seed,1093
1095,11,548,1.94,GBP,2025-05-25,2025-11-24,seed,
1096,11,548,2.01,GBP,2025-11-24,,seed,1095
1097,11,549,2.39,GBP,2026-01-15,2026-05-18,seed,
1098,11,549,2.65,GBP,2026-05-18,,seed,1097
1099,11,550,1.03,GBP,2025-08-22,2026-05-10,seed,
1100,11,550,1.17,GBP,2026-05-10,,seed,1099
1101,11,551,1.60,GBP,2024-12-06,2025-11-13,seed,
1102,11,551,1.75,GBP,2025-11-13,,seed,1101
1103,11,552,0.94,GBP,2025-05-29,2025-12-18,seed,
1104,11,552,1.01,GBP,2025-12-18,,seed,1103
1105,11,553,1.20,GBP,2025-04-21,2025-09-12,seed,
1106,11,553,1.30,GBP,2025-09-12,,seed,1105
1107,11,554,1.10,GBP,2025-05-09,2026-05-18,seed,
1108,11,554,1.15,GBP,2026-05-18,,seed,1107
1109,11,555,0.87,GBP,2024-12-27,2025-09-13,seed,
1110,11,555,0.92,GBP,2025-09-13,,seed,1109
1111,11,556,1.62,GBP,2025-03-21,2025-11-25,seed,
1112,11,556,1.81,GBP,2025-11-25,,seed,1111
1113,11,557,1.45,GBP,2025-05-18,2025-12-05,seed,
1114,11,557,1.59,GBP,2025-12-05,,seed,1113
1115,11,558,0.27,GBP,2026-01-01,2026-05-24,seed,
1116,11,558,0.29,GBP,2026-05-24,,seed,1115
1117,11,559,0.59,GBP,2025-05-02,2026-04-20,seed,
1118,11,559,0.66,GBP,2026-04-20,,seed,1117
1119,11,560,1.11,GBP,2025-01-01,2025-11-21,seed,
1120,11,560,1.19,GBP,2025-11-21,,seed,1119
1121,11,561,4.62,GBP,2025-04-09,2026-02-21,seed,
1122,11,561,5.02,GBP,2026-02-21,,seed,1121
1123,11,562,2.23,GBP,2025-09-20,2026-05-20,seed,
1124,11,562,2.44,GBP,2026-05-20,,seed,1123
1125,11,563,1.34,GBP,2025-04-26,2026-04-18,seed,
1126,11,563,1.46,GBP,2026-04-18,,seed,1125
1127,11,564,2.20,GBP,2025-03-28,2025-10-13,seed,
1128,11,564,2.48,GBP,2025-10-13,,seed,1127
1129,11,565,2.78,GBP,2025-09-22,2026-02-21,seed,
1130,11,565,3.16,GBP,2026-02-21,,seed,1129
1131,11,566,1.17,GBP,2025-03-17,2026-03-23,seed,
1132,11,566,1.24,GBP,2026-03-23,,seed,1131
1133,11,567,0.89,GBP,2025-06-21,2025-12-04,seed,
1134,11,567,0.94,GBP,2025-12-04,,seed,1133
1135,11,568,1.68,GBP,2025-06-11,2025-12-23,seed,
1136,11,568,1.91,GBP,2025-12-23,,seed,1135
1137,11,569,0.94,GBP,2025-04-01,2026-03-18,seed,
1138,11,569,0.99,GBP,2026-03-18,,seed,1137
1139,11,570,1.10,GBP,2024-09-09,2025-09-16,seed,
1140,11,570,1.21,GBP,2025-09-16,,seed,1139
1141,11,571,1.58,GBP,2025-08-05,2026-05-06,seed,
1142,11,571,1.79,GBP,2026-05-06,,seed,1141
1143,11,572,0.56,GBP,2025-01-13,2026-02-14,seed,
1144,11,572,0.61,GBP,2026-02-14,,seed,1143
1145,11,573,0.85,GBP,2025-05-01,2026-04-28,seed,
1146,11,573,0.88,GBP,2026-04-28,,seed,1145
1147,11,574,1.59,GBP,2024-11-09,2025-11-22,seed,
1148,11,574,1.71,GBP,2025-11-22,,seed,1147
1149,12,575,1.04,GBP,2025-05-23,2026-04-09,seed,
1150,12,575,1.08,GBP,2026-04-09,,seed,1149
1151,12,576,0.86,GBP,2025-03-16,2025-12-19,seed,
1152,12,576,0.95,GBP,2025-12-19,,seed,1151
1153,12,577,1.24,GBP,2025-09-30,2026-02-04,seed,
1154,12,577,1.36,GBP,2026-02-04,,seed,1153
1155,12,578,0.51,GBP,2025-09-13,2026-04-30,seed,
1156,12,578,0.53,GBP,2026-04-30,,seed,1155
1157,12,579,3.44,GBP,2025-05-08,2026-02-20,seed,
1158,12,579,3.66,GBP,2026-02-20,,seed,1157
1159,12,580,0.70,GBP,2025-03-27,2025-11-16,seed,
1160,12,580,0.75,GBP,2025-11-16,,seed,1159
1161,12,581,0.37,GBP,2025-09-05,2026-02-24,seed,
1162,12,581,0.41,GBP,2026-02-24,,seed,1161
1163,12,582,0.57,GBP,2025-03-25,2026-02-12,seed,
1164,12,582,0.63,GBP,2026-02-12,,seed,1163
1165,12,583,2.06,GBP,2025-09-11,2026-02-11,seed,
1166,12,583,2.13,GBP,2026-02-11,,seed,1165
1167,12,584,1.01,GBP,2025-04-20,2026-04-24,seed,
1168,12,584,1.08,GBP,2026-04-24,,seed,1167
1169,12,585,0.49,GBP,2025-05-07,2025-09-07,seed,
1170,12,585,0.52,GBP,2025-09-07,,seed,1169
1171,12,586,1.54,GBP,2024-11-13,2025-11-06,seed,
1172,12,586,1.67,GBP,2025-11-06,,seed,1171
1173,12,587,0.70,GBP,2025-09-08,2026-02-18,seed,
1174,12,587,0.78,GBP,2026-02-18,,seed,1173
1175,12,588,1.33,GBP,2025-07-13,2025-11-12,seed,
1176,12,588,1.38,GBP,2025-11-12,,seed,1175
1177,12,589,0.40,GBP,2025-06-08,2026-02-22,seed,
1178,12,589,0.45,GBP,2026-02-22,,seed,1177
1179,12,590,0.87,GBP,2025-03-07,2025-11-29,seed,
1180,12,590,0.98,GBP,2025-11-29,,seed,1179
1181,12,591,0.34,GBP,2025-09-17,2026-05-01,seed,
1182,12,591,0.38,GBP,2026-05-01,,seed,1181
1183,12,592,0.99,GBP,2025-03-28,2026-03-13,seed,
1184,12,592,1.11,GBP,2026-03-13,,seed,1183
1185,12,593,0.73,GBP,2025-06-29,2026-03-31,seed,
1186,12,593,0.80,GBP,2026-03-31,,seed,1185
1187,12,594,1.40,GBP,2025-07-28,2026-01-30,seed,
1188,12,594,1.44,GBP,2026-01-30,,seed,1187
1189,12,595,1.25,GBP,2025-04-13,2025-09-29,seed,
1190,12,595,1.30,GBP,2025-09-29,,seed,1189
1191,12,596,0.95,GBP,2025-06-06,2026-03-18,seed,
1192,12,596,1.02,GBP,2026-03-18,,seed,1191
1193,12,597,1.52,GBP,2025-02-13,2025-10-22,seed,
1194,12,597,1.63,GBP,2025-10-22,,seed,1193
1195,12,598,0.90,GBP,2025-08-09,2026-03-09,seed,
1196,12,598,0.93,GBP,2026-03-09,,seed,1195
1197,12,599,0.60,GBP,2025-02-12,2025-10-29,seed,
1198,12,599,0.68,GBP,2025-10-29,,seed,1197
1199,12,600,0.47,GBP,2025-01-25,2025-12-05,seed,
1200,12,600,0.52,GBP,2025-12-05,,seed,1199
